2019-06-26_15:36:53data_dir: data/
batch_size: 120
win_size: 5
hidden_num: 100
word_dim: 300
num_epochs: 3
grad_clip: 10.00/3354 (epoch 0), train_loss = 9.870, time/batch = 0.194
1769/3354 (epoch 1), train_loss = 5.027, time/batch = 0.118
1770/3354 (epoch 1), train_loss = 4.688, time/batch = 0.117
1771/3354 (epoch 1), train_loss = 3.803, time/batch = 0.116
1772/3354 (epoch 1), train_loss = 3.851, time/batch = 0.116
1773/3354 (epoch 1), train_loss = 3.670, time/batch = 0.116
1774/3354 (epoch 1), train_loss = 4.209, time/batch = 0.118
1775/3354 (epoch 1), train_loss = 4.002, time/batch = 0.119
1776/3354 (epoch 1), train_loss = 4.142, time/batch = 0.117
1777/3354 (epoch 1), train_loss = 3.744, time/batch = 0.118
1778/3354 (epoch 1), train_loss = 4.293, time/batch = 0.116
1779/3354 (epoch 1), train_loss = 3.475, time/batch = 0.117
1780/3354 (epoch 1), train_loss = 3.786, time/batch = 0.118
1781/3354 (epoch 1), train_loss = 3.601, time/batch = 0.117
1782/3354 (epoch 1), train_loss = 3.739, time/batch = 0.116
1783/3354 (epoch 1), train_loss = 4.126, time/batch = 0.116
1784/3354 (epoch 1), train_loss = 4.211, time/batch = 0.115
1785/3354 (epoch 1), train_loss = 4.598, time/batch = 0.118
1786/3354 (epoch 1), train_loss = 4.238, time/batch = 0.116
1787/3354 (epoch 1), train_loss = 4.274, time/batch = 0.116
1788/3354 (epoch 1), train_loss = 4.516, time/batch = 0.115
1789/3354 (epoch 1), train_loss = 3.966, time/batch = 0.116
1790/3354 (epoch 1), train_loss = 3.689, time/batch = 0.115
1791/3354 (epoch 1), train_loss = 4.585, time/batch = 0.118
1792/3354 (epoch 1), train_loss = 3.711, time/batch = 0.115
1793/3354 (epoch 1), train_loss = 3.853, time/batch = 0.117
1794/3354 (epoch 1), train_loss = 4.475, time/batch = 0.116
1795/3354 (epoch 1), train_loss = 4.472, time/batch = 0.116
1796/3354 (epoch 1), train_loss = 4.418, time/batch = 0.118
1797/3354 (epoch 1), train_loss = 4.215, time/batch = 0.121
1798/3354 (epoch 1), train_loss = 3.819, time/batch = 0.114
1799/3354 (epoch 1), train_loss = 4.042, time/batch = 0.117
1800/3354 (epoch 1), train_loss = 3.928, time/batch = 0.115
1801/3354 (epoch 1), train_loss = 3.393, time/batch = 0.116
1802/3354 (epoch 1), train_loss = 2.949, time/batch = 0.115
1803/3354 (epoch 1), train_loss = 3.374, time/batch = 0.116
1804/3354 (epoch 1), train_loss = 2.871, time/batch = 0.116
1805/3354 (epoch 1), train_loss = 4.430, time/batch = 0.119
1806/3354 (epoch 1), train_loss = 4.056, time/batch = 0.115
1807/3354 (epoch 1), train_loss = 4.791, time/batch = 0.117
1808/3354 (epoch 1), train_loss = 4.696, time/batch = 0.118
1809/3354 (epoch 1), train_loss = 5.076, time/batch = 0.116
1810/3354 (epoch 1), train_loss = 4.333, time/batch = 0.117
1811/3354 (epoch 1), train_loss = 4.453, time/batch = 0.116
1812/3354 (epoch 1), train_loss = 3.797, time/batch = 0.116
1813/3354 (epoch 1), train_loss = 2.880, time/batch = 0.117
1814/3354 (epoch 1), train_loss = 4.237, time/batch = 0.115
1815/3354 (epoch 1), train_loss = 4.143, time/batch = 0.118
1816/3354 (epoch 1), train_loss = 4.875, time/batch = 0.116
1817/3354 (epoch 1), train_loss = 4.330, time/batch = 0.117
1818/3354 (epoch 1), train_loss = 3.935, time/batch = 0.115
1819/3354 (epoch 1), train_loss = 3.864, time/batch = 0.117
1820/3354 (epoch 1), train_loss = 3.368, time/batch = 0.117
1821/3354 (epoch 1), train_loss = 3.657, time/batch = 0.117
1822/3354 (epoch 1), train_loss = 4.578, time/batch = 0.116
1823/3354 (epoch 1), train_loss = 3.617, time/batch = 0.117
1824/3354 (epoch 1), train_loss = 3.811, time/batch = 0.116
1825/3354 (epoch 1), train_loss = 4.346, time/batch = 0.116
1826/3354 (epoch 1), train_loss = 4.226, time/batch = 0.117
1827/3354 (epoch 1), train_loss = 3.822, time/batch = 0.116
1828/3354 (epoch 1), train_loss = 3.908, time/batch = 0.116
1829/3354 (epoch 1), train_loss = 3.415, time/batch = 0.118
1830/3354 (epoch 1), train_loss = 4.159, time/batch = 0.116
1831/3354 (epoch 1), train_loss = 4.163, time/batch = 0.117
1832/3354 (epoch 1), train_loss = 3.508, time/batch = 0.118
1833/3354 (epoch 1), train_loss = 3.881, time/batch = 0.117
1834/3354 (epoch 1), train_loss = 5.190, time/batch = 0.116
1835/3354 (epoch 1), train_loss = 4.765, time/batch = 0.116
1836/3354 (epoch 1), train_loss = 3.539, time/batch = 0.116
1837/3354 (epoch 1), train_loss = 4.876, time/batch = 0.118
1838/3354 (epoch 1), train_loss = 4.460, time/batch = 0.116
1839/3354 (epoch 1), train_loss = 2.972, time/batch = 0.116
1840/3354 (epoch 1), train_loss = 3.639, time/batch = 0.117
1841/3354 (epoch 1), train_loss = 3.619, time/batch = 0.117
1842/3354 (epoch 1), train_loss = 3.462, time/batch = 0.116
1843/3354 (epoch 1), train_loss = 3.708, time/batch = 0.118
1844/3354 (epoch 1), train_loss = 3.476, time/batch = 0.117
1845/3354 (epoch 1), train_loss = 2.907, time/batch = 0.117
1846/3354 (epoch 1), train_loss = 4.312, time/batch = 0.116
1847/3354 (epoch 1), train_loss = 3.760, time/batch = 0.116
1848/3354 (epoch 1), train_loss = 3.408, time/batch = 0.118
1849/3354 (epoch 1), train_loss = 3.704, time/batch = 0.117
1850/3354 (epoch 1), train_loss = 3.629, time/batch = 0.116
1851/3354 (epoch 1), train_loss = 3.163, time/batch = 0.117
1852/3354 (epoch 1), train_loss = 3.401, time/batch = 0.116
1853/3354 (epoch 1), train_loss = 2.939, time/batch = 0.116
1854/3354 (epoch 1), train_loss = 3.126, time/batch = 0.116
1855/3354 (epoch 1), train_loss = 4.435, time/batch = 0.117
1856/3354 (epoch 1), train_loss = 3.768, time/batch = 0.116
1857/3354 (epoch 1), train_loss = 3.912, time/batch = 0.115
1858/3354 (epoch 1), train_loss = 3.905, time/batch = 0.116
1859/3354 (epoch 1), train_loss = 4.564, time/batch = 0.119
1860/3354 (epoch 1), train_loss = 4.852, time/batch = 0.117
1861/3354 (epoch 1), train_loss = 4.526, time/batch = 0.117
1862/3354 (epoch 1), train_loss = 4.677, time/batch = 0.116
1863/3354 (epoch 1), train_loss = 4.235, time/batch = 0.117
1864/3354 (epoch 1), train_loss = 4.107, time/batch = 0.119
1865/3354 (epoch 1), train_loss = 4.084, time/batch = 0.120
1866/3354 (epoch 1), train_loss = 3.952, time/batch = 0.121
1867/3354 (epoch 1), train_loss = 4.152, time/batch = 0.117
1868/3354 (epoch 1), train_loss = 4.600, time/batch = 0.115
1869/3354 (epoch 1), train_loss = 4.601, time/batch = 0.117
1870/3354 (epoch 1), train_loss = 4.861, time/batch = 0.115
1871/3354 (epoch 1), train_loss = 4.098, time/batch = 0.120
1872/3354 (epoch 1), train_loss = 4.567, time/batch = 0.117
1873/3354 (epoch 1), train_loss = 5.330, time/batch = 0.122
1874/3354 (epoch 1), train_loss = 3.446, time/batch = 0.116
1875/3354 (epoch 1), train_loss = 4.167, time/batch = 0.117
1876/3354 (epoch 1), train_loss = 5.217, time/batch = 0.115
1877/3354 (epoch 1), train_loss = 5.012, time/batch = 0.117
1878/3354 (epoch 1), train_loss = 4.313, time/batch = 0.120
1879/3354 (epoch 1), train_loss = 3.035, time/batch = 0.116
1880/3354 (epoch 1), train_loss = 3.331, time/batch = 0.117
1881/3354 (epoch 1), train_loss = 4.056, time/batch = 0.116
1882/3354 (epoch 1), train_loss = 4.394, time/batch = 0.115
1883/3354 (epoch 1), train_loss = 4.011, time/batch = 0.118
1884/3354 (epoch 1), train_loss = 4.285, time/batch = 0.115
1885/3354 (epoch 1), train_loss = 4.847, time/batch = 0.117
1886/3354 (epoch 1), train_loss = 4.711, time/batch = 0.116
1887/3354 (epoch 1), train_loss = 4.883, time/batch = 0.116
1888/3354 (epoch 1), train_loss = 5.176, time/batch = 0.117
1889/3354 (epoch 1), train_loss = 4.629, time/batch = 0.118
1890/3354 (epoch 1), train_loss = 4.394, time/batch = 0.116
1891/3354 (epoch 1), train_loss = 4.451, time/batch = 0.119
1892/3354 (epoch 1), train_loss = 4.540, time/batch = 0.115
1893/3354 (epoch 1), train_loss = 4.761, time/batch = 0.117
1894/3354 (epoch 1), train_loss = 4.756, time/batch = 0.116
1895/3354 (epoch 1), train_loss = 4.605, time/batch = 0.116
1896/3354 (epoch 1), train_loss = 4.995, time/batch = 0.116
1897/3354 (epoch 1), train_loss = 5.058, time/batch = 0.117
1898/3354 (epoch 1), train_loss = 4.566, time/batch = 0.117
1899/3354 (epoch 1), train_loss = 4.613, time/batch = 0.117
1900/3354 (epoch 1), train_loss = 5.363, time/batch = 0.117
1901/3354 (epoch 1), train_loss = 4.742, time/batch = 0.118
1902/3354 (epoch 1), train_loss = 4.593, time/batch = 0.116
1903/3354 (epoch 1), train_loss = 5.072, time/batch = 0.120
1904/3354 (epoch 1), train_loss = 4.217, time/batch = 0.118
1905/3354 (epoch 1), train_loss = 4.416, time/batch = 0.119
1906/3354 (epoch 1), train_loss = 3.915, time/batch = 0.116
1907/3354 (epoch 1), train_loss = 4.779, time/batch = 0.116
1908/3354 (epoch 1), train_loss = 4.041, time/batch = 0.115
1909/3354 (epoch 1), train_loss = 4.123, time/batch = 0.116
1910/3354 (epoch 1), train_loss = 3.768, time/batch = 0.116
1911/3354 (epoch 1), train_loss = 4.613, time/batch = 0.116
1912/3354 (epoch 1), train_loss = 4.516, time/batch = 0.117
1913/3354 (epoch 1), train_loss = 4.585, time/batch = 0.116
1914/3354 (epoch 1), train_loss = 4.153, time/batch = 0.117
1915/3354 (epoch 1), train_loss = 4.679, time/batch = 0.116
1916/3354 (epoch 1), train_loss = 4.114, time/batch = 0.117
1917/3354 (epoch 1), train_loss = 4.848, time/batch = 0.116
1918/3354 (epoch 1), train_loss = 3.454, time/batch = 0.117
1919/3354 (epoch 1), train_loss = 4.289, time/batch = 0.116
1920/3354 (epoch 1), train_loss = 4.676, time/batch = 0.117
1921/3354 (epoch 1), train_loss = 4.624, time/batch = 0.115
1922/3354 (epoch 1), train_loss = 4.274, time/batch = 0.115
1923/3354 (epoch 1), train_loss = 3.248, time/batch = 0.117
1924/3354 (epoch 1), train_loss = 3.769, time/batch = 0.119
1925/3354 (epoch 1), train_loss = 4.239, time/batch = 0.116
1926/3354 (epoch 1), train_loss = 4.519, time/batch = 0.119
1927/3354 (epoch 1), train_loss = 4.080, time/batch = 0.117
1928/3354 (epoch 1), train_loss = 4.012, time/batch = 0.116
1929/3354 (epoch 1), train_loss = 3.971, time/batch = 0.115
1930/3354 (epoch 1), train_loss = 3.063, time/batch = 0.115
1931/3354 (epoch 1), train_loss = 3.477, time/batch = 0.117
1932/3354 (epoch 1), train_loss = 4.604, time/batch = 0.116
1933/3354 (epoch 1), train_loss = 4.824, time/batch = 0.116
1934/3354 (epoch 1), train_loss = 4.528, time/batch = 0.116
1935/3354 (epoch 1), train_loss = 3.829, time/batch = 0.115
1936/3354 (epoch 1), train_loss = 3.801, time/batch = 0.114
1937/3354 (epoch 1), train_loss = 5.129, time/batch = 0.116
1938/3354 (epoch 1), train_loss = 4.117, time/batch = 0.116
1939/3354 (epoch 1), train_loss = 4.835, time/batch = 0.117
1940/3354 (epoch 1), train_loss = 4.647, time/batch = 0.115
1941/3354 (epoch 1), train_loss = 4.326, time/batch = 0.118
1942/3354 (epoch 1), train_loss = 4.693, time/batch = 0.116
1943/3354 (epoch 1), train_loss = 4.168, time/batch = 0.116
1944/3354 (epoch 1), train_loss = 4.160, time/batch = 0.115
1945/3354 (epoch 1), train_loss = 4.179, time/batch = 0.117
1946/3354 (epoch 1), train_loss = 3.770, time/batch = 0.130
1947/3354 (epoch 1), train_loss = 4.070, time/batch = 0.120
1948/3354 (epoch 1), train_loss = 3.723, time/batch = 0.121
1949/3354 (epoch 1), train_loss = 4.538, time/batch = 0.117
1950/3354 (epoch 1), train_loss = 3.661, time/batch = 0.116
1951/3354 (epoch 1), train_loss = 4.271, time/batch = 0.117
1952/3354 (epoch 1), train_loss = 3.991, time/batch = 0.118
1953/3354 (epoch 1), train_loss = 4.298, time/batch = 0.116
1954/3354 (epoch 1), train_loss = 3.973, time/batch = 0.117
1955/3354 (epoch 1), train_loss = 3.984, time/batch = 0.117
1956/3354 (epoch 1), train_loss = 3.330, time/batch = 0.115
1957/3354 (epoch 1), train_loss = 3.073, time/batch = 0.117
1958/3354 (epoch 1), train_loss = 3.893, time/batch = 0.116
1959/3354 (epoch 1), train_loss = 4.406, time/batch = 0.116
1960/3354 (epoch 1), train_loss = 4.402, time/batch = 0.118
1961/3354 (epoch 1), train_loss = 4.473, time/batch = 0.117
1962/3354 (epoch 1), train_loss = 5.271, time/batch = 0.116
1963/3354 (epoch 1), train_loss = 3.809, time/batch = 0.117
1964/3354 (epoch 1), train_loss = 4.132, time/batch = 0.117
1965/3354 (epoch 1), train_loss = 4.748, time/batch = 0.118
1966/3354 (epoch 1), train_loss = 4.185, time/batch = 0.116
1967/3354 (epoch 1), train_loss = 5.385, time/batch = 0.116
1968/3354 (epoch 1), train_loss = 4.767, time/batch = 0.118
1969/3354 (epoch 1), train_loss = 3.665, time/batch = 0.117
1970/3354 (epoch 1), train_loss = 3.323, time/batch = 0.117
1971/3354 (epoch 1), train_loss = 4.105, time/batch = 0.117
1972/3354 (epoch 1), train_loss = 4.802, time/batch = 0.114
1973/3354 (epoch 1), train_loss = 4.627, time/batch = 0.117
1974/3354 (epoch 1), train_loss = 4.786, time/batch = 0.115
1975/3354 (epoch 1), train_loss = 3.896, time/batch = 0.116
1976/3354 (epoch 1), train_loss = 4.533, time/batch = 0.117
1977/3354 (epoch 1), train_loss = 4.467, time/batch = 0.116
1978/3354 (epoch 1), train_loss = 4.245, time/batch = 0.116
1979/3354 (epoch 1), train_loss = 5.194, time/batch = 0.116
1980/3354 (epoch 1), train_loss = 5.090, time/batch = 0.118
1981/3354 (epoch 1), train_loss = 4.283, time/batch = 0.116
1982/3354 (epoch 1), train_loss = 3.905, time/batch = 0.117
1983/3354 (epoch 1), train_loss = 4.662, time/batch = 0.116
1984/3354 (epoch 1), train_loss = 4.100, time/batch = 0.116
1985/3354 (epoch 1), train_loss = 3.806, time/batch = 0.116
1986/3354 (epoch 1), train_loss = 4.062, time/batch = 0.116
1987/3354 (epoch 1), train_loss = 4.002, time/batch = 0.118
1988/3354 (epoch 1), train_loss = 5.112, time/batch = 0.117
1989/3354 (epoch 1), train_loss = 4.714, time/batch = 0.118
1990/3354 (epoch 1), train_loss = 4.471, time/batch = 0.115
1991/3354 (epoch 1), train_loss = 4.409, time/batch = 0.117
1992/3354 (epoch 1), train_loss = 4.341, time/batch = 0.117
1993/3354 (epoch 1), train_loss = 4.658, time/batch = 0.118
1994/3354 (epoch 1), train_loss = 4.533, time/batch = 0.115
1995/3354 (epoch 1), train_loss = 4.138, time/batch = 0.117
1996/3354 (epoch 1), train_loss = 4.035, time/batch = 0.115
1997/3354 (epoch 1), train_loss = 4.541, time/batch = 0.117
1998/3354 (epoch 1), train_loss = 3.686, time/batch = 0.116
1999/3354 (epoch 1), train_loss = 4.050, time/batch = 0.117
2000/3354 (epoch 1), train_loss = 4.673, time/batch = 0.118
2001/3354 (epoch 1), train_loss = 4.097, time/batch = 0.116
2002/3354 (epoch 1), train_loss = 4.355, time/batch = 0.116
2003/3354 (epoch 1), train_loss = 3.619, time/batch = 0.117
2004/3354 (epoch 1), train_loss = 4.118, time/batch = 0.116
2005/3354 (epoch 1), train_loss = 4.456, time/batch = 0.118
2006/3354 (epoch 1), train_loss = 3.288, time/batch = 0.117
2007/3354 (epoch 1), train_loss = 3.897, time/batch = 0.116
2008/3354 (epoch 1), train_loss = 3.528, time/batch = 0.117
2009/3354 (epoch 1), train_loss = 4.013, time/batch = 0.116
2010/3354 (epoch 1), train_loss = 4.460, time/batch = 0.116
2011/3354 (epoch 1), train_loss = 4.435, time/batch = 0.117
2012/3354 (epoch 1), train_loss = 4.390, time/batch = 0.116
2013/3354 (epoch 1), train_loss = 3.959, time/batch = 0.117
2014/3354 (epoch 1), train_loss = 4.121, time/batch = 0.118
2015/3354 (epoch 1), train_loss = 4.890, time/batch = 0.116
2016/3354 (epoch 1), train_loss = 4.585, time/batch = 0.117
2017/3354 (epoch 1), train_loss = 4.847, time/batch = 0.118
2018/3354 (epoch 1), train_loss = 4.773, time/batch = 0.116
2019/3354 (epoch 1), train_loss = 4.303, time/batch = 0.116
2020/3354 (epoch 1), train_loss = 4.221, time/batch = 0.116
2021/3354 (epoch 1), train_loss = 4.142, time/batch = 0.117
2022/3354 (epoch 1), train_loss = 3.466, time/batch = 0.115
2023/3354 (epoch 1), train_loss = 3.908, time/batch = 0.116
2024/3354 (epoch 1), train_loss = 4.781, time/batch = 0.118
2025/3354 (epoch 1), train_loss = 4.787, time/batch = 0.115
2026/3354 (epoch 1), train_loss = 4.856, time/batch = 0.115
2027/3354 (epoch 1), train_loss = 4.415, time/batch = 0.117
2028/3354 (epoch 1), train_loss = 4.532, time/batch = 0.116
2029/3354 (epoch 1), train_loss = 4.694, time/batch = 0.115
2030/3354 (epoch 1), train_loss = 4.201, time/batch = 0.116
2031/3354 (epoch 1), train_loss = 3.672, time/batch = 0.117
2032/3354 (epoch 1), train_loss = 4.025, time/batch = 0.121
2033/3354 (epoch 1), train_loss = 4.162, time/batch = 0.116
2034/3354 (epoch 1), train_loss = 4.213, time/batch = 0.117
2035/3354 (epoch 1), train_loss = 4.363, time/batch = 0.117
2036/3354 (epoch 1), train_loss = 4.656, time/batch = 0.116
2037/3354 (epoch 1), train_loss = 4.405, time/batch = 0.115
2038/3354 (epoch 1), train_loss = 4.449, time/batch = 0.113
2039/3354 (epoch 1), train_loss = 4.730, time/batch = 0.118
2040/3354 (epoch 1), train_loss = 4.784, time/batch = 0.116
2041/3354 (epoch 1), train_loss = 4.914, time/batch = 0.118
2042/3354 (epoch 1), train_loss = 4.222, time/batch = 0.115
2043/3354 (epoch 1), train_loss = 4.748, time/batch = 0.116
2044/3354 (epoch 1), train_loss = 4.408, time/batch = 0.115
2045/3354 (epoch 1), train_loss = 4.724, time/batch = 0.116
2046/3354 (epoch 1), train_loss = 4.802, time/batch = 0.114
2047/3354 (epoch 1), train_loss = 4.543, time/batch = 0.117
2048/3354 (epoch 1), train_loss = 5.434, time/batch = 0.117
2049/3354 (epoch 1), train_loss = 4.588, time/batch = 0.116
2050/3354 (epoch 1), train_loss = 4.439, time/batch = 0.118
2051/3354 (epoch 1), train_loss = 5.300, time/batch = 0.117
2052/3354 (epoch 1), train_loss = 3.847, time/batch = 0.115
2053/3354 (epoch 1), train_loss = 4.786, time/batch = 0.118
2054/3354 (epoch 1), train_loss = 4.541, time/batch = 0.116
2055/3354 (epoch 1), train_loss = 4.717, time/batch = 0.116
2056/3354 (epoch 1), train_loss = 4.590, time/batch = 0.116
2057/3354 (epoch 1), train_loss = 3.740, time/batch = 0.118
2058/3354 (epoch 1), train_loss = 4.462, time/batch = 0.115
2059/3354 (epoch 1), train_loss = 3.648, time/batch = 0.117
2060/3354 (epoch 1), train_loss = 4.390, time/batch = 0.120
2061/3354 (epoch 1), train_loss = 5.092, time/batch = 0.117
2062/3354 (epoch 1), train_loss = 4.379, time/batch = 0.116
2063/3354 (epoch 1), train_loss = 3.969, time/batch = 0.115
2064/3354 (epoch 1), train_loss = 4.335, time/batch = 0.116
2065/3354 (epoch 1), train_loss = 4.984, time/batch = 0.118
2066/3354 (epoch 1), train_loss = 4.632, time/batch = 0.116
2067/3354 (epoch 1), train_loss = 4.529, time/batch = 0.118
2068/3354 (epoch 1), train_loss = 3.929, time/batch = 0.116
2069/3354 (epoch 1), train_loss = 4.527, time/batch = 0.117
2070/3354 (epoch 1), train_loss = 4.532, time/batch = 0.117
2071/3354 (epoch 1), train_loss = 4.957, time/batch = 0.116
2072/3354 (epoch 1), train_loss = 4.793, time/batch = 0.115
2073/3354 (epoch 1), train_loss = 4.003, time/batch = 0.117
2074/3354 (epoch 1), train_loss = 4.279, time/batch = 0.117
2075/3354 (epoch 1), train_loss = 4.899, time/batch = 0.117
2076/3354 (epoch 1), train_loss = 4.709, time/batch = 0.117
2077/3354 (epoch 1), train_loss = 5.083, time/batch = 0.115
2078/3354 (epoch 1), train_loss = 3.750, time/batch = 0.116
2079/3354 (epoch 1), train_loss = 4.345, time/batch = 0.117
2080/3354 (epoch 1), train_loss = 3.968, time/batch = 0.115
2081/3354 (epoch 1), train_loss = 3.742, time/batch = 0.116
2082/3354 (epoch 1), train_loss = 4.846, time/batch = 0.114
2083/3354 (epoch 1), train_loss = 3.789, time/batch = 0.117
2084/3354 (epoch 1), train_loss = 4.701, time/batch = 0.116
2085/3354 (epoch 1), train_loss = 4.645, time/batch = 0.118
2086/3354 (epoch 1), train_loss = 4.057, time/batch = 0.118
2087/3354 (epoch 1), train_loss = 4.404, time/batch = 0.116
2088/3354 (epoch 1), train_loss = 5.319, time/batch = 0.116
2089/3354 (epoch 1), train_loss = 4.125, time/batch = 0.116
2090/3354 (epoch 1), train_loss = 4.440, time/batch = 0.116
2091/3354 (epoch 1), train_loss = 3.424, time/batch = 0.117
2092/3354 (epoch 1), train_loss = 4.248, time/batch = 0.116
2093/3354 (epoch 1), train_loss = 3.625, time/batch = 0.115
2094/3354 (epoch 1), train_loss = 3.923, time/batch = 0.117
2095/3354 (epoch 1), train_loss = 4.187, time/batch = 0.116
2096/3354 (epoch 1), train_loss = 3.565, time/batch = 0.116
2097/3354 (epoch 1), train_loss = 4.204, time/batch = 0.119
2098/3354 (epoch 1), train_loss = 4.281, time/batch = 0.115
2099/3354 (epoch 1), train_loss = 4.030, time/batch = 0.118
2100/3354 (epoch 1), train_loss = 4.469, time/batch = 0.117
2101/3354 (epoch 1), train_loss = 3.679, time/batch = 0.116
2102/3354 (epoch 1), train_loss = 3.697, time/batch = 0.117
2103/3354 (epoch 1), train_loss = 3.589, time/batch = 0.116
2104/3354 (epoch 1), train_loss = 3.876, time/batch = 0.116
2105/3354 (epoch 1), train_loss = 3.770, time/batch = 0.115
2106/3354 (epoch 1), train_loss = 4.241, time/batch = 0.116
2107/3354 (epoch 1), train_loss = 4.052, time/batch = 0.116
2108/3354 (epoch 1), train_loss = 3.970, time/batch = 0.114
2109/3354 (epoch 1), train_loss = 4.047, time/batch = 0.116
2110/3354 (epoch 1), train_loss = 3.756, time/batch = 0.117
2111/3354 (epoch 1), train_loss = 3.634, time/batch = 0.117
2112/3354 (epoch 1), train_loss = 3.857, time/batch = 0.115
2113/3354 (epoch 1), train_loss = 4.291, time/batch = 0.118
2114/3354 (epoch 1), train_loss = 4.416, time/batch = 0.115
2115/3354 (epoch 1), train_loss = 4.874, time/batch = 0.116
2116/3354 (epoch 1), train_loss = 4.001, time/batch = 0.118
2117/3354 (epoch 1), train_loss = 3.458, time/batch = 0.116
2118/3354 (epoch 1), train_loss = 3.704, time/batch = 0.115
2119/3354 (epoch 1), train_loss = 4.003, time/batch = 0.116
2120/3354 (epoch 1), train_loss = 3.964, time/batch = 0.117
2121/3354 (epoch 1), train_loss = 3.837, time/batch = 0.116
2122/3354 (epoch 1), train_loss = 3.723, time/batch = 0.115
2123/3354 (epoch 1), train_loss = 4.504, time/batch = 0.117
2124/3354 (epoch 1), train_loss = 4.732, time/batch = 0.116
2125/3354 (epoch 1), train_loss = 4.112, time/batch = 0.117
2126/3354 (epoch 1), train_loss = 4.137, time/batch = 0.118
2127/3354 (epoch 1), train_loss = 4.197, time/batch = 0.116
2128/3354 (epoch 1), train_loss = 4.196, time/batch = 0.116
2129/3354 (epoch 1), train_loss = 5.087, time/batch = 0.118
2130/3354 (epoch 1), train_loss = 3.799, time/batch = 0.115
2131/3354 (epoch 1), train_loss = 4.302, time/batch = 0.116
2132/3354 (epoch 1), train_loss = 4.261, time/batch = 0.116
2133/3354 (epoch 1), train_loss = 4.572, time/batch = 0.117
2134/3354 (epoch 1), train_loss = 4.969, time/batch = 0.117
2135/3354 (epoch 1), train_loss = 4.335, time/batch = 0.116
2136/3354 (epoch 1), train_loss = 4.102, time/batch = 0.115
2137/3354 (epoch 1), train_loss = 4.631, time/batch = 0.117
2138/3354 (epoch 1), train_loss = 4.937, time/batch = 0.117
2139/3354 (epoch 1), train_loss = 4.603, time/batch = 0.117
2140/3354 (epoch 1), train_loss = 4.571, time/batch = 0.116
2141/3354 (epoch 1), train_loss = 5.341, time/batch = 0.117
2142/3354 (epoch 1), train_loss = 4.693, time/batch = 0.117
2143/3354 (epoch 1), train_loss = 4.137, time/batch = 0.117
2144/3354 (epoch 1), train_loss = 4.661, time/batch = 0.116
2145/3354 (epoch 1), train_loss = 4.803, time/batch = 0.118
2146/3354 (epoch 1), train_loss = 5.195, time/batch = 0.116
2147/3354 (epoch 1), train_loss = 4.817, time/batch = 0.116
2148/3354 (epoch 1), train_loss = 4.180, time/batch = 0.116
2149/3354 (epoch 1), train_loss = 3.400, time/batch = 0.116
2150/3354 (epoch 1), train_loss = 3.964, time/batch = 0.116
2151/3354 (epoch 1), train_loss = 5.008, time/batch = 0.116
2152/3354 (epoch 1), train_loss = 5.063, time/batch = 0.114
2153/3354 (epoch 1), train_loss = 3.626, time/batch = 0.116
2154/3354 (epoch 1), train_loss = 4.351, time/batch = 0.117
2155/3354 (epoch 1), train_loss = 3.194, time/batch = 0.116
2156/3354 (epoch 1), train_loss = 3.935, time/batch = 0.116
2157/3354 (epoch 1), train_loss = 4.112, time/batch = 0.116
2158/3354 (epoch 1), train_loss = 3.462, time/batch = 0.116
2159/3354 (epoch 1), train_loss = 3.983, time/batch = 0.118
2160/3354 (epoch 1), train_loss = 4.220, time/batch = 0.116
2161/3354 (epoch 1), train_loss = 4.838, time/batch = 0.118
2162/3354 (epoch 1), train_loss = 4.374, time/batch = 0.116
2163/3354 (epoch 1), train_loss = 4.570, time/batch = 0.117
2164/3354 (epoch 1), train_loss = 5.054, time/batch = 0.117
2165/3354 (epoch 1), train_loss = 4.165, time/batch = 0.116
2166/3354 (epoch 1), train_loss = 3.833, time/batch = 0.115
2167/3354 (epoch 1), train_loss = 4.426, time/batch = 0.116
2168/3354 (epoch 1), train_loss = 3.780, time/batch = 0.115
2169/3354 (epoch 1), train_loss = 4.386, time/batch = 0.117
2170/3354 (epoch 1), train_loss = 3.873, time/batch = 0.117
2171/3354 (epoch 1), train_loss = 4.113, time/batch = 0.116
2172/3354 (epoch 1), train_loss = 4.662, time/batch = 0.116
2173/3354 (epoch 1), train_loss = 4.792, time/batch = 0.115
2174/3354 (epoch 1), train_loss = 3.253, time/batch = 0.115
2175/3354 (epoch 1), train_loss = 3.961, time/batch = 0.118
2176/3354 (epoch 1), train_loss = 4.565, time/batch = 0.116
2177/3354 (epoch 1), train_loss = 4.193, time/batch = 0.118
2178/3354 (epoch 1), train_loss = 4.017, time/batch = 0.124
2179/3354 (epoch 1), train_loss = 4.388, time/batch = 0.117
2180/3354 (epoch 1), train_loss = 3.603, time/batch = 0.116
2181/3354 (epoch 1), train_loss = 3.794, time/batch = 0.116
2182/3354 (epoch 1), train_loss = 5.179, time/batch = 0.116
2183/3354 (epoch 1), train_loss = 3.632, time/batch = 0.118
2184/3354 (epoch 1), train_loss = 3.320, time/batch = 0.116
2185/3354 (epoch 1), train_loss = 4.535, time/batch = 0.117
2186/3354 (epoch 1), train_loss = 4.580, time/batch = 0.115
2187/3354 (epoch 1), train_loss = 4.380, time/batch = 0.117
2188/3354 (epoch 1), train_loss = 4.510, time/batch = 0.117
2189/3354 (epoch 1), train_loss = 3.277, time/batch = 0.117
